id,spoiler
174,ambassadorial capacity
175,"""Dumb and Dumber To"""
176,helping spread awareness of children’s cancer
177,"The drop in price seems reactionary, a reflection of some sellers’ fear that the market would implode."
178,tahini-cardamom squash
179,Greg Puciato
180,strawberry rhubarb
181,paper bag
182,Brussels sprouts
183,Sephora Instant Moisturizer
184,Jimmy Smits
185,"There’s a clear winner here, and unless Linux rectifies its performance disparity, lack of natively supported control options and impoverished game library, the OS to beat for PC gaming will remain Windows 10"
186,1. Stand in front of her
187,rejecting a fans’s gift and calling it ‘shit’
188,5. Beyond Good & Evil 2
189,thrust his rather-deadly gun complete with rather-pointy bayonet in his face
190,played outside with her friends
191,Laura Bush
192,Michael Brain
193,pizza
194,JT managed to swat away the woman
195,"Depending on your priorities, it might be. Ultimately, many experts agree that eating a balanced diet, while remaining conscientious about how your food choices impact the health of the planet and farming communities, is key"
196,"1. Because with ""300 days of sunshine,"""
197,"234,000"
198,It simply couldn't make enough toys to satiate demand in North America
199,"""The one thing I will tell you is I’m not killing off Harrison [Ford] at the end of it."""
200,An e-Passport contains an electronic chip
201,1. The action’s going to pick back up in Fall of 1984
202,John Slattery
203,stacks upon stacks of bills
204,"he slowed his vehicle in a tree-covered section of the road. As the Honda Accord kept moving, he climbed almost imperceptibly out of the driver’s window"
205,Tulsiram Manere
206,Ailish Sheehan
207,Step 1: Start small
208,Chicago
209,"Sexual Objectification - ""I am here today to talk about a lie."" That's how politics professor Caroline Heldman opened her Jan. 2013 TEDxYouth San Diego talk on the topic of sexual objectification. ""I'd like to talk specifically about the lie, or the idea, that being a sex object is empowering"
210,"First, there's a real concern over ethics"
211,french fry
212,a vast chamber where several stalagmites had been deliberately broken
213,she got distracted by her own ‘erotic thoughts
214,Sarah Gailey
215,The Cavaliers cannot win these NBA Finals.
216,Eatsa
217,"$10,527,843,932"
218,1-999-367-3767
219,colleges
220,"The sister of a Palestinian terrorist who plowed his truck into a group of soldiers in Jerusalem on Sunday, killing four and wounding 16, said the family was ""thankful"" for his ""most beautiful martyrdom."""
221,she still intends on going through with it
222,Chien Chih-cheng
223,"Police arrested four women in North Carolina for allegedly spraying anti-Trump, anti-police, and ""Black Lives Matter"" graffiti"
224,"Emily Gardner (pictured far right above), from the UK, drowned after becoming trapped under a capsized boat. She was on vacation in the town of Brixham without her parents when the horror unfolded. Just hours before her death, Emily sent a message to her dad with a wave and sleeping face emoji"
225,Menelik Watson
226,"""Feeling This,"""
227,"black spandex pants as she strolled down a sunny street. Photographers captured the snapshots when the reality starlet was heading out of the Studio City class. Along with the leggings, she wore a black long-sleeved shirt and some oversized sunglasses. The 32-year-old has been looking amazing and recently revealed she has been doing the Atkins diet"
228,Ana
229,"LeBron James called him a ""hater"" and dug up some of his personal history, TNT analyst Charles Barkley"
230,"built personalized crosses for each victim and then proceeded to drive 1,200 miles to Orlando Health Medical Center"
231,pears
232,Blake McIver
233,"As of Sunday in Illinois, it is now legal to hunt for catfish with pitchforks or spears"
234,Paul Li
235,1. Miley Cyrus Miley likely ranked the highest on Google's list because of twerking
236,"""S***, wrong words!"""
237,Caitlyn Cannon
238,a great big belly rub
239,"""Inside Amy Schumer."""
240,"""A right triangle has a hypotenuse equal to 10 and an altitude to the hypotenuse equal to 6. Find the area of the triangle."""
241,"negotiations with the European Union over the country’s exit will require the engagement of the Scottish, Welsh and Northern Ireland governments"
242,"deep sense of purpose and positive impact in your role. And fortunately, the data show that purpose is incredibly tied to both business and personal success. In Corporate Culture and Performance, authors John Kotter and James Heskett write that purposeful, value-based companies outperform their counterparts with 400% higher revenues, 700% greater job growth and 1,200% higher stock prices. But having purpose doesn’t only impact the organization you work for; it also impacts you. Research from the Hay Group shows that highly engaged employees are, on average, 50% more likely to exceed expectations than their least engaged counterparts. As a result, I believe that, to be both successful and fulfilled, it is crucial to understand what purpose means to you"
243,a 60-year-old woman sitting alone in her car reading a book
244,Emperor Palpatine's granddaughter
245,Lisa Brown
246,The idea was to challenge friends to either dump a bucket of ice water over their heads or donate to the ALS Association
247,"They are located in a place where two bones connect the pelvis, and can be found only in people who have this genetic predisposition. The ""Venus Holes"" are a sign of good circulation and a healthy body"
248,"they are the result of a practice known as ""cupping"
249,Tensions and anger are now rising in the Gaza Strip as many are without power for more than 18 hours a day
250,trees do relax their branches at night
251,"a ban on all Muslims entering the United States. On Monday, Trump struck a conciliatory tone when asked how this ban would affect Khan, saying that ""there will always be exceptions."""
252,Berlin
253,"They've become a legend on their own, and out of reach. And just like clockwork, a queue forms every day at mid-afternoon for these hockey pucks from heaven"
254,Place the tip of your tongue against the tissue ridge right above your upper front teeth
255,A retired police officer who carried a young girl to safety nearly 20 years ago was reunited with her during her college graduation
256,little tab
257,"Egg cartons and plastic ice cube trays make great organizational tools for jewelry, cuff links and other trinkets, and they'll easily fit inside your drawer"
258,higher rates of violence
259,losing weight
260,American citizens need patience with each other in this difficult political season. Close friends are inevitably going to make different decisions about the election. We still need to respect each other and thank God that we live in a democracy with freedom to differ about politics. And we need to keep talking with each other – because democracies function best when thoughtful citizens can calmly and patiently dialog about the reasons for their differences. This is my contribution to that discussion. A good candidate with flaws
261,"Watermelon seeds are packed with nutrients that are beneficial and healthy for you. The small seeds resemble sunflower seeds in look and flavour. And it’s easy to eat them as a standalone snack or add them to your salads and tea. Either way, enjoy the benefits of eating the watermelon seeds without actually growing one in your belly. We promise it’s physically impossible to do so. We tried. As a fruit, watermelons are not to be messed with. Made up of 92% water, watermelons are highly hydrating. It has been known to help reduce inflammation."
262,Ben Bernanke
263,"The Daily Show's Jordan Klepper is getting a late night spinoff series - Comedy Central has found its replacement for Larry Wilmore's Nightly Show, and it's... another white dude, because late night TV clearly doesn't have enough of those.  To be fair, the guy who got the gig is the very funny Jordan Klepper"
264,boosting security and ensure eavesdroppers cannot make sense of your encrypted communications
265,sleep deprivation
266,Feb. 24
267,"In very small amounts (say, a few teaspoons), and if the blood is free from pathogens (such as the many blood-borne diseases), blood might not harm you. Beyond that, watch out. [Circulatory System: Facts, Function & Diseases] The strange fact is, blood, when drank, is toxic"
268,handling their money and talking about it with their partners
269,polymyalgia rheumatica
270,"On Wednesday night the Cubs beat the Cleveland Indians, 8-7, in a Game 7 for the ages. With that victory — yes, the following words are really true — the Chicago Cubs won the World Series"
271,Don’t Don’t!
272,drink coaster
273,Buying a pet
274,Minnesota
275,Best Supporting Actress
276,iris coloration
277,Dawn Grace
278,"""It will change your life because you will be received so much differently,"" she says. ""People's eyes are naturally drawn to light, and naturally drawn away from darkness."""
279,THE MUSIC
280,coconut oil
281,1. There are many theories about why cats knead their paws into you
282,spy camera
283,"travel in private planes, sail on sleek yachts, stay in expensive villas and own multimillion-dollar vacation homes"
284,Where Opportunity Knox
285,racial profiling
286,"Men, however, just reach behind their neck and yank their shirt off, much less gracefully. How men do it: How women do it: But why? Social media (especially the Tumblr sleuths) has been on the case, trying to solve this mystery. And the Today Show’s Matt Lauer says we might finally have our answer. ""Men’s shirts have more room, so it’s easier to slip them off over your head; women don’t have that option,"" he posits in the video above. ""I think it’s that men aren’t as flexible and can’t, maybe, get their arms around like that."""
287,Bolton sigil
288,lime green
289,"If there is nothing in the way, he is hitting it 550."""
290,"Thiruvananthapuram, India"
291,pizza
292,1. Ecuador
293,getting less sleep did change the levels of specific strains of bacteria
294,There were many plot twists and updates
295,acoustic version
296,morality
297,it captured the exact spirit of what he was planning to make
298,Mr Burger
299,Hot dogs
300,Peter Facinelli
301,Chris Pratt
302,Diagnostic medical sonographer
303,CEO Lawyer Media (TV and radio) Salesperson Surgeon Journalist Police officer Clergyperson Chef Civil servant
304,rosemary
305,"1,080"
306,Google
307,1. CHILI PEPPERS
308,Intrepid
309,MORNINGS
310,"University of California, Los Angeles"
311,people who think they’re doing good
312,capture the pigeon
313,"""Chal Na Katrina"""
314,24-Feb
315,"seven hours spent in deep sleep is the perfect amount to maintain reasonable insulin production and glucose levels. This means that the amount of time spent in bed is probably more than seven hours - more like seven and a half. Sleeping less than seven hours has been proven to disrupt glucose metabolism in men and women. A stable glucose level contributes to weight control, and if it is disrupted, could lead to weight gain, and the early onset of diabetes. So how do Britons fare? The Royal Society of Public Health issued a The Royal Society of Public Health issued a report earlier this year which found that people in the UK get an average of 6.8 hours of sleep a night"
316,"By watching the trailer for ""G.B.F."""
317,Muncie Animal Shelter
318,waterboarding
319,President Donald Trump already has the authorization to build a wall on the U.S.-Mexico border
320,new wars in the Middle East
321,Lawrence Phillips
322,"Carrer Avinyó, a gorgeous Barcelona apartment"
323,Nick Johnson
324,a plate of food and bottles of water
325,shift toward consumer preferences
326,"It's possible, but rare. Can a woman get pregnant when she is already pregnant? In other words, can she have two foetuses in her uterus at different stages of development?"
327,Colin Quinn
328,chatbots
329,a fossil
330,"$1,427"
331,Coca-Cola Memorabilia
332,The evacuation of civilians and opposition fighters from eastern Aleppo
333,The farmer had uncovered the lost and hidden city of Skara Brae
334,"Sir Bradley Wiggins, Lydia Bright and Louis Smith hitting the slopes - It's a crop of Olympians, retired sportsmen and reality TV stars Despite making a name for itself as one of the most dangerous reality shows in TV history, producers of Channel 4's The Jump"
335,firing a gun
336,"If Elliott can give this offense what DeMarco Murray provided in 2014, I can see Romo playing all 16 games. Question: Saw you guys did a whole bunch of best of Cowboys all time lists. Who would you say is the greatest Cowboy of all time??? Gosselin : The most important position on the field is quarterback. That said, I'd cast my vote for Staubach"
337,Pikaqiu
338,Whitney Thompson
339,irreversible damage to the environment
340,"""This is a work of fiction. Any similarity to actual persons, living or dead, or actual events, is purely coincidental."""
341,"For some utterly bizarre reason, they appear to be terrified – utterly terrified – of cucumbers"
342,water
343,"Captain Phillips,"""
344,Mexican man resting against a wall in an animal sanctuary enclosure as a black panther
345,a rag
346,"""Back The Blue"" t-shirts"
347,Houston
348,"a card that read, ""Do not open until your 1st disagreement."""
349,"if you swipe a chip card instead of inserting it into slot, the merchant is responsible for covering any fraudulent charges"
350,Elle
351,There is no evidence that not washing jeans is hazardous to your health
352,Trump snorted too much adderall!!!
353,coconut oil with a pinch of turmeric
354,It’s chock-full of nutrients and electrolytes like potassium
355,Megan Dixon
356,Chris Crocker
357,Men are more likely to have a heart attack
358,wrapped in motorcycle gloves
359,A number 7 with medium fries and a Coke
360,Minnesota
361,"""If you are dropping off your son’s forgotten lunch, books, homework, equipment, etc., please TURN AROUND and exit the building,"""
362,Super Smash Bros 4 Lag: Online Multiplayer
363,placing necklaces and a bracelet around her neck and wrists
364,Cecily Strong
365,1. When it comes to food
366,Arizona
367,airline greed
368,"Springfield, Oregon"
369,Norah
370,cross-network play
371,"the canisters Bruce Wayne/Batman used have ""Pb"" — the abbreviation for lead in the Periodic Table of Elements — etched on them"
372,"post-micturition convulsion syndrome."""
373,"The smaller space rock, known as QL44, is 61-metres long and is expected to hit the Earth or narrowly miss it on September 17 – however, NASA have claimed they are very ‘uncertain’ about its flight path"
374,"""Where do you see yourself in five years?"""
375,"""Dumb British blond fucks 15 million people at once."""
376,Pat Patterson
377,bullshitting
378,Yvette Nicole Brown
379,Florida
380,Hagrid couldn't produce a Patronus
381,Democrat Jason Kander looks to be running very strongly in the exit polls
382,33 seconds to 44 minutes
383,Oh there's Rudy
384,monoclonal antibody
385,BOOM – Portugal
386,white pepper
387,prostate and anal play
388,Banking on bad movies
389,Klefki
390,"""I don’t pretend to be an ordinary housewife. I am not and couldn’t be,"""
391,Hillary Clinton
392,Dan Bell
393,"Faster services expansion, slower productivity growth."""
394,chewed on some plants
395,a stack of cash
396,Christopher Suprun
397,Rachel Crawley
398,Julian Assange’s internet link has been intentionally severed by a state party
399,Richard Belzer
